10000 10000
9694 4698 96627
2290 9490 98380
1140 9625 52511
3870 5754 50651
2760 3126 97517
853 6877 91966
9664 6042 90767
4507 441 60562
2012 9387 86529
1664 8003 51471
9509 9692 55924
2450 6973 71800
4594 683 8322
6545 5430 19555
3225 1825 29828
2862 9811 50982
8657 8185 75867
7764 6911 33865
2118 3525 41245
6883 1905 86526
8337 8873 65182
377 8134 7992
8176 6100 77591
8396 3511 45392
3382 1717 34135
4878 2382 75488
4051 1523 35041
3161 1417 1878
761 5480 51132
5657 8107 64852
4442 2807 50546
3828 1349 2694
5652 5537 2829
431 4528 90265
4599 402 40990
7574 2786 60386
6421 1907 55194
5150 1674 6627
6274 6598 28333
1045 4082 91870
2646 226 69265
7927 4754 88101
8189 5553 55096
9940 6593 40434
6852 1549 21915
4259 3436 46890
7057 1809 91889
7848 9540 38018
9390 5762 52688
4194 4467 13347
6336 5145 7922
982 2544 79903
1942 6948 50504
232 1106 49819
3226 4280 16563
2128 157 96165
8231 7301 8521
2486 5099 68747
9930 6274 20982
8509 2293 13324
942 9119 11916
5153 6332 70565
2901 2519 69798
4337 6240 5567
1372 2035 81623
5441 1909 8854
3722 5914 89370
9547 9867 37771
3070 4967 77244
3005 219 28953
7296 7258 87994
1693 1818 2251
2666 9258 64410
4433 6518 11889
7326 1950 27757
8071 2769 47732
177 1175 75784
3567 4748 88002
5520 910 32159
9975 2397 92524
7394 8306 40703
4340 5653 64036
9574 2068 41855
480 9351 4184
6436 5470 26130
8426 3827 33739
5837 957 46971
1340 6472 15179
1225 1496 21151
5243 6044 15152
5576 769 12466
3472 539 28123
2504 8663 8647
6876 153 77801
8966 3786 72832
9044 5113 45147
2073 1742 1108
5087 7940 89882
8298 7290 4208
1462 6499 33763
4132 3362 72705
1973 6628 29309
1530 8008 85554
2465 6480 16312
1074 6966 96802
9830 2219 63155
9010 9692 36054
3188 1328 41654
7671 7757 97008
9528 3514 7487
216 8768 63266
8337 4588 66232
1369 5979 40672
92 8528 34056
3441 2907 75765
9665 1358 36945
7450 5374 46398
5296 5060 91522
9745 7085 5161
6580 4169 30508
5929 2963 41720
5837 4431 57050
2956 994 45348
8125 5153 63031
2471 4199 93477
8158 1789 29154
236 732 51691
1634 5953 39517
8119 204 41753
3113 8031 14540
2626 6404 49638
9090 5791 65815
2392 1066 98419
9547 7177 50459
2044 5689 80808
2695 9227 95259
1213 1239 23350
9363 9000 39762
490 1502 65117
6244 8521 28822
5256 9713 65326
1901 9922 58331
8668 9689 79886
8747 976 31050
5580 9046 50440
6339 5516 23972
4870 138 51072
1224 9369 64398
1930 3397 18481
1423 5522 92135
806 1876 17907
6785 3479 81781
4734 6437 47335
2143 7029 66937
9069 9531 70216
8006 2782 51227
4704 5481 66874
2902 3359 86027
7149 5110 67530
4143 4658 17505
3982 8299 47077
6412 5352 54695
5279 5241 30867
4019 8911 33403
30 3867 50343
6893 8019 68405
9995 9929 51661
8309 8050 18055
7860 7838 64965
5173 9010 73583
2048 4508 87802
7634 3595 21293
7840 7700 85699
2012 6051 74001
6272 1700 14122
129 1711 91454
5082 1456 78122
4398 8325 94504
2134 5721 63893
4193 6650 59417
2426 7226 56193
7624 1862 65077
7056 4980 39026
8812 7906 63830
2205 9439 16946
3773 1191 86426
79 4300 79633
5201 6541 51590
2321 201 12681
4696 8987 83222
1170 1610 68489
9609 7915 93589
9729 2069 99333
4706 2002 43098
1354 7761 2670
7852 2027 58556
9161 761 79852
5099 5417 78227
944 1568 93252
7594 8782 87567
6828 3345 63498
9105 8694 31960
7389 5232 54441
4530 3860 8338
7975 9140 85870
2116 4218 85534
737 8101 15866
3417 1362 21899
3442 6927 80282
7943 5359 99239
3345 9209 36035
4424 2128 84566
3876 3143 58802
7439 3134 48720
1286 1158 11007
9449 1486 95346
929 1481 50784
1129 398 90208
7947 9800 60384
1924 7326 82981
2601 4763 58179
2429 9399 8530
5486 5654 32560
7211 8583 67800
4987 5054 20194
2725 2665 68604
7230 4265 2886
8926 5745 51380
4869 7853 35054
3909 8462 4925
3677 3586 42072
9474 8599 61721
7065 630 63667
8008 576 44176
6513 7083 7583
711 2255 53222
7022 5237 38918
7264 7833 63625
9029 1518 58180
2949 550 29217
2968 7530 25121
1428 1625 42353
7463 8365 10995
7540 6079 20127
2897 6173 14833
2126 9773 63649
6107 7466 51624
9947 8540 12529
9866 5781 14792
6957 2290 75021
9562 847 70722
6607 7639 83511
4402 7553 59139
8407 9024 7325
8202 3708 35462
9922 3575 50622
5423 3127 96434
4882 776 96386
7825 8260 10916
1515 7062 590
749 4750 27097
2964 4299 39255
1522 4531 25086
4279 2029 9654
5257 6809 19997
1537 7548 52913
1102 345 21745
8904 7422 14978
8813 501 10823
9669 4742 85718
6814 452 67657
368 75 40021
7430 4774 80657
1018 1148 61319
7802 2283 74952
4392 8326 17126
9568 2730 30881
8147 5068 11003
1518 2927 65563
3034 5928 87742
5198 3465 10057
397 9211 73610
8367 8814 42614
2477 7902 94828
8070 4711 9885
8965 5590 12147
8032 6076 43509
4651 4237 12897
1717 1829 30614
2453 7179 13147
6349 5824 31217
7541 3799 89031
6938 3461 21474
5544 5855 98573
6168 4447 33854
7016 9459 92868
2921 3697 28749
2457 9661 90722
2398 4666 68156
5611 6269 95184
5811 4770 33018
5569 3083 28099
400 8339 79800
1013 7550 13106
7286 3188 27913
8020 1886 34625
8033 6992 2764
9024 8930 75361
1720 5766 85417
7159 9138 95813
4978 713 81040
2437 7812 73162
3681 280 67249
3539 1236 93696
8499 373 8985
8645 5277 71387
7851 8403 78351
7586 2229 97296
2491 2210 31483
4892 9231 60724
1036 6200 16761
3253 1296 97339
6563 7473 1799
781 1553 34210
656 9789 54336
4809 2060 12672
3983 3302 23654
3141 8136 71379
6012 775 84856
9444 3404 81486
1585 4052 4502
8446 9042 9745
7775 7730 99951
4596 9629 82981
1185 5095 19388
2819 6528 76851
7406 6408 99096
4803 3137 14489
695 3583 28967
9127 1382 46431
1722 2411 7597
8507 5405 75345
3969 2819 11424
4909 2905 69433
8492 5803 66047
473 1717 81939
1409 8737 55971
3690 4983 14734
6806 7590 66140
515 2072 58420
8592 8507 25505
5871 9912 35363
1010 3114 41058
3814 4782 14374
7532 2522 27722
3580 3135 53823
9243 7230 73798
2534 573 34621
4832 1914 37600
6830 5677 34872
7016 643 63855
2392 3499 66882
2670 4355 89676
5972 6888 85664
2919 5937 91645
1635 645 595
2594 1177 5851
7713 8140 91624
7297 5757 40783
3232 5455 84573
8196 8816 43768
9000 8299 61760
5767 4125 81074
4211 9571 32434
1069 7245 41856
4744 4229 19317
7577 5148 79580
8845 5315 12904
5004 7393 156
1737 4117 32777
4219 1303 93581
4873 5351 17108
6035 8616 70906
2190 8214 38141
6205 6115 7524
4066 7691 36842
885 5957 39589
6056 516 56281
5694 3371 6248
357 3006 76610
3398 5383 55768
1753 6075 58850
9554 6983 28824
211 7182 57852
7862 3262 23518
28 1932 82824
1576 2337 21254
1198 5231 56283
9528 4125 83638
5509 5216 37183
3830 1331 2105
5593 3058 42698
6319 8239 14043
5008 9616 85626
5662 9344 72799
6457 1091 73830
1517 7670 40873
803 1371 26351
4507 3178 43856
3906 8541 3023
5267 6352 90825
1051 7970 24068
5514 4411 9793
9273 8997 50476
2907 6239 25096
7976 7027 80347
7099 2751 88696
4509 7136 89722
564 7792 77047
7811 9269 56236
6698 8783 47658
3512 2651 70783
2995 9013 69308
4341 8202 85793
5481 5013 62310
1131 994 11063
5454 2789 11566
569 9838 40764
2362 8292 7620
4280 1174 42584
304 7627 77590
308 8926 25077
6458 5586 47927
8022 8747 8557
234 1803 29332
3541 3281 93190
3114 8626 86839
7590 7147 53534
3286 5631 97025
6034 5242 98492
1819 1210 52198
5066 2788 49564
396 881 37205
5110 8847 87076
4662 5896 27736
6938 8744 45759
3866 432 75439
9524 3078 58139
1556 4402 1317
5895 8454 20604
5086 4941 97278
2139 5513 15112
3176 8419 79889
7073 4699 55084
1892 6743 79577
9563 6816 31303
4482 4454 23268
5507 67 30372
206 4266 54802
2998 4878 50455
834 8096 72838
7730 3301 86326
1098 3060 73310
9389 7902 36049
4949 9416 97039
6431 1309 56434
2994 1974 72833
1475 8444 73520
6515 2293 43177
2600 9124 21140
9644 5201 80499
9491 5326 16775
6874 6228 74675
4949 9873 94591
7431 2748 60717
6199 7382 54469
9097 9621 84274
1310 3720 79900
842 3411 82121
447 2316 52448
8801 8624 7015
1404 8864 94894
2299 5580 8499
2736 5356 6631
3313 5512 12000
4696 8972 84091
2128 2075 22250
9192 6070 15259
6179 4979 28991
1118 9911 93294
6222 5833 64394
7999 7506 51081
653 6000 64808
6116 4322 90714
2891 3554 22534
4610 9875 82440
9603 742 85331
4937 5437 72917
6551 4355 17405
9129 1158 57621
231 587 81527
4114 1584 95175
4231 169 29742
860 9442 28965
201 2590 2537
942 70 13935
1388 3959 72216
1487 6362 52389
7124 7604 25234
4172 3556 24141
6229 853 46020
9324 7786 53876
5893 3973 37989
1323 3635 16037
6631 6014 28455
2908 6840 7337
8104 7969 46561
9854 5142 64862
832 1500 16446
2581 5512 17973
4721 4182 62045
973 701 2465
2335 2425 1446
3872 4420 51811
7249 5732 4797
6088 8185 2424
912 534 73504
6303 5805 95590
3983 5591 53982
6792 4139 39609
5254 793 46555
5723 2563 71461
6390 6306 90139
9888 3741 61434
8619 3711 63077
7478 5996 68204
6349 6235 17650
9251 2652 31152
6885 3004 74241
1612 7040 84729
7838 5789 15462
6258 7981 73610
8576 4698 1583
9839 18 12599
6702 7346 47695
223 4741 70728
8854 38 67917
7282 4379 12129
9380 7271 70955
9580 457 17769
4039 429 38850
9930 8596 61335
5893 8028 2205
3613 4064 62104
9982 8266 41744
1367 1134 78581
3982 2520 59996
3244 5924 3686
6579 2780 26336
9671 6507 38240
135 1687 62642
7804 3647 40851
1859 5000 442
7341 9586 14001
9165 9959 59610
2795 3434 96327
2386 576 15326
3853 8739 96671
7234 1396 86928
1451 8922 56493
2276 3588 88259
1770 7958 42411
3528 2318 73885
371 8919 1916
780 8454 34692
3436 9898 13273
3382 3812 86524
6635 2029 99127
8336 810 39180
6012 5712 74784
356 9863 73692
710 9968 62342
3013 1616 22829
8062 3685 14972
6708 3818 83382
5912 2366 79484
3591 1858 65499
1019 7044 45868
801 7609 41079
1496 4008 29382
1944 7979 13394
3682 1788 41934
6314 4529 27617
2274 837 96427
6034 667 46868
7386 8134 60216
1569 7407 61688
3316 3605 15215
5684 1757 99436
3690 4024 74230
7993 9808 81767
3543 7756 50867
6281 5880 6914
5292 6259 37663
4595 8299 33566
6997 5096 40733
784 4997 25533
4459 4060 74934
347 8946 2490
5232 6877 90076
7796 5208 89552
1488 1335 73486
8661 1058 85716
8618 9249 28109
3059 6089 82558
8692 7558 27398
7512 5647 75563
8383 501 91391
3460 3470 72097
2979 2998 53471
5410 5291 24765
4935 5189 9128
6635 6773 4660
2470 2075 69423
7211 5976 85049
1414 3133 19288
5364 2078 77276
9540 8784 89129
4731 11 53088
4529 1271 45750
4304 1674 93090
4407 558 52080
5331 2414 22478
7500 3637 14805
7121 248 71269
9733 1512 63297
6961 1082 26764
2423 9132 84393
4764 6877 16475
7803 2757 75898
743 3664 66910
1502 8359 1311
561 699 59860
7551 6454 1354
1875 1430 46710
8459 9628 90430
4846 6577 62141
9198 1415 82165
6580 2360 91742
2975 175 15594
1135 5129 19841
9350 1366 8285
6929 2417 1370
2194 1858 34370
7303 9318 38103
9227 2546 2068
6673 5334 79103
4283 923 98261
8859 7227 27747
3225 4978 36837
9695 7280 4294
9602 8996 26214
7248 7847 50340
4161 1661 91415
8369 3578 47720
5326 7192 2427
4139 3503 73055
5455 2029 76987
1983 28 94995
9349 7145 19477
2829 9117 4935
9058 249 3668
5427 1556 25094
8928 1907 4678
324 4708 67937
1192 5423 81967
5573 5709 96412
8911 5904 31346
8226 3438 9727
5896 9384 79016
7218 8015 19854
3384 6694 27303
7295 3114 90701
9022 8603 71080
2053 426 47370
3317 1885 50469
9561 4331 75056
2602 9761 52237
2932 2936 75150
1209 2471 5766
2956 3431 24993
1557 3717 74535
1698 2016 53370
1781 8874 28862
6795 3079 38217
1366 19 7069
1996 7789 8937
5606 8229 60404
1943 7635 81915
6707 3678 10542
8863 4781 24086
2 850 79402
7208 4518 61249
7157 7679 29833
4435 8721 72020
8667 469 56350
3396 6474 17125
6770 8688 9893
3853 4179 90916
8412 6578 25409
8548 3086 76639
9807 9526 40040
7362 4838 79709
7847 8255 60643
2130 2938 80057
5004 323 28276
3720 9861 22960
9123 6978 73796
2430 648 80578
5597 792 715
6326 6230 97949
9721 1328 30529
30 5447 57357
1814 8755 11547
6961 7961 84769
6880 8994 8259
1070 127 98361
6719 4946 36170
2720 8877 89787
2559 1276 91926
7026 1056 97655
5216 1209 4190
9564 6041 4237
1757 2158 24011
2948 1462 71546
9520 8457 9971
965 6100 53023
1726 8178 92037
3465 1425 29766
2717 2233 16218
2381 6577 43985
3900 6575 50532
5480 8919 41487
4929 7343 40821
1677 8686 4923
4451 7726 35109
8222 6845 11447
4258 8865 88726
2270 7393 94611
3070 3527 33816
5279 1273 28835
6965 4856 59100
9527 8358 94834
2973 6246 35301
9395 6086 70806
8383 6289 23350
1975 9943 33142
8275 2421 74620
9112 8886 33636
7716 2131 31795
7013 1715 50581
7589 3616 45663
6905 2340 27483
6265 2067 65850
6216 8833 15079
5247 275 44167
1106 4214 5619
9704 6139 8551
7844 4310 89480
3639 6507 47207
8848 8036 5702
745 9519 59070
3922 8485 93360
2056 2467 23819
4325 4747 59294
9013 1779 66590
6156 7004 49855
8935 6939 7039
5927 3800 76314
35 3360 5487
9103 5345 82627
5619 5954 40184
7276 9931 33463
5101 7444 57209
264 9247 23893
674 3589 39568
812 9331 89929
8231 3158 4605
5292 6523 12145
4387 8668 92152
8444 6064 19754
5677 5901 81620
2165 6433 97709
3343 5827 29736
1747 6462 88259
7280 2712 55412
1034 8277 35732
4980 1302 91337
4440 5723 9792
7545 4809 48839
6507 979 29489
1646 2937 2294
2252 7198 5767
7560 5931 39148
6381 228 92064
3044 201 62412
9842 721 35618
6829 3730 93381
5222 9282 21541
4989 3476 46075
1258 1975 98748
6707 2301 22599
2850 3706 33708
1104 2565 74828
9321 124 2944
4447 6953 55480
6545 9185 67154
2516 2242 27268
497 5947 63933
8854 7529 47181
1804 5141 68248
8680 7671 2391
5141 7360 41895
5266 3973 51574
9631 5123 78083
256 4816 50674
8501 3541 33742
8913 7438 94014
8726 7868 79864
2455 337 32185
5608 2930 24797
1811 1958 87794
8470 580 23553
4372 2115 52920
3026 4082 60288
9068 5720 40249
3339 8272 24717
6750 5323 69328
2562 1756 25666
5941 7050 94181
1325 18 36623
7059 9952 36627
6259 3743 25236
7103 8613 46867
8027 4663 18505
7092 3898 9046
8497 6679 20976
4380 3816 82371
4387 4911 68769
4100 1030 79508
9623 1602 37636
8743 2096 43186
9538 9763 59545
2146 6265 72544
6395 2141 56330
6514 4713 54490
881 1052 98561
5613 9355 77384
7531 76 6834
8627 9690 98318
1410 235 55749
1775 6070 28162
7854 4565 28640
5341 3870 15976
9305 6763 25269
4003 9518 5103
1920 2505 2578
7082 1448 94797
7089 9121 48839
1519 5698 44298
7608 8466 58426
4977 2053 70081
7043 4174 3286
5652 5810 4340
1894 3166 39407
2339 7218 44631
6201 9612 54179
6253 3571 45590
5012 9805 51842
614 2133 96767
8038 8196 98199
5365 8624 32274
5327 7480 47467
339 9774 12991
8939 1028 59561
8298 7155 68829
5587 620 77039
9340 6887 43756
5751 367 70388
5092 8124 30116
1744 2690 16827
6777 5886 39789
6018 424 51325
7765 7887 40096
8207 1451 4474
2698 3494 82445
5115 7191 17006
961 7616 95477
8336 1796 27430
8536 5927 74368
4175 5710 61162
5403 6742 19611
6012 584 85778
4401 1525 6431
9682 5135 28192
5135 1598 67558
3422 5988 1778
4157 5105 63550
9654 8686 51962
721 1637 85760
1639 1643 70784
9096 3801 75379
2698 6928 38392
1514 5956 59150
4217 3392 42463
5494 1887 58258
4659 8891 86061
659 395 54811
9856 3536 87335
571 1924 31972
3292 6308 78626
6823 243 94425
8222 4369 41649
5198 1728 28971
4218 1661 44255
6587 5467 57781
3173 9310 33473
309 834 44665
1507 873 60589
1089 4530 36505
88 6156 74619
7190 6668 5217
3428 6303 88937
9895 9140 20947
8533 2898 56621
9784 9224 53992
8374 5172 48413
4039 5766 13790
8280 2121 14499
9756 3897 79373
7539 2776 89713
8961 428 21490
5664 5319 19372
2398 5149 25149
9750 8696 98972
6446 1129 79031
8378 3400 30259
3429 8864 39969
9843 7776 54859
2752 7360 14748
163 4329 76483
3464 8664 34597
5118 5914 76590
7942 8310 60138
2352 3201 55109
8288 1028 24766
4818 3629 36984
8851 882 54565
6926 4062 12697
9118 5823 43404
5069 7999 72988
5323 5199 86693
5659 6532 37393
7840 2820 8809
6503 5892 6243
6171 9075 53223
1980 3669 15993
7576 887 35086
3679 8395 88362
7863 3947 1171
6466 639 11101
9127 4923 67722
4547 8049 9476
5136 2905 52442
3325 6498 85877
8621 6063 20650
4482 6874 54423
8678 6834 88838
3876 3924 48090
1193 3436 81452
2914 4216 58628
591 7222 1926
3865 3819 1322
9731 619 38604
1257 9232 5277
3636 3938 85317
4461 3618 79145
6588 7022 68709
8682 3237 16799
5236 3199 66943
2006 9630 97968
9730 3709 2640
7344 2272 26994
1869 5041 45805
8950 4974 95972
3029 4614 67342
916 90 75296
3831 950 11430
8021 5569 29189
3377 7740 74750
9682 6215 41731
4376 744 84933
3414 7266 71240
4885 6782 868
2069 2973 40043
968 3513 28093
6758 7437 10639
2784 1620 66489
6308 9204 7267
9778 255 21234
1766 4362 58784
6622 6324 96408
6866 7003 70704
7672 5921 12001
9776 7381 72887
4053 5729 96134
8503 1029 37804
8705 5796 85226
8939 134 61071
2872 6191 44249
6141 7892 40883
4602 5575 99148
2507 8242 71740
53 2933 54462
1302 5745 76907
885 6113 75081
6545 1505 76042
2252 5311 14277
5583 1529 12757
2137 2615 16474
4513 9101 30887
2710 2499 56890
8593 5306 78421
1419 4023 68864
5381 4370 60447
4606 5414 69504
1856 7836 44507
109 1524 14824
3441 3536 16443
724 6219 84710
1500 8881 76252
5288 5486 27337
1597 203 71760
3800 4434 41939
1046 9834 73899
2460 7647 81337
5744 4629 68027
1110 8612 43144
1258 4997 48842
1608 140 46296
5878 3590 75818
727 4576 61022
6906 1270 46380
4606 4860 52734
9773 3233 35969
5453 5510 88969
318 6153 9220
1658 5773 42446
7459 3485 32254
3668 5638 49864
8854 8756 81041
3757 3089 76013
9310 8529 99266
4289 7878 5431
7850 8058 76479
7208 1692 81776
7324 3447 94867
5660 6669 29528
2181 6771 92825
4999 6891 88015
8134 2390 63885
5494 212 27196
8404 8138 9537
8156 8443 84435
7416 8644 89023
1014 1553 96576
5442 6456 14309
8384 8805 10349
8714 1587 66031
5096 5330 43064
4893 464 9045
1017 3854 65087
5198 9888 53185
5638 6600 64130
2481 1589 85449
4816 3697 81174
595 4349 29985
1394 9908 29177
9645 6744 18301
2279 7846 92731
5400 7476 56714
8309 736 81672
9053 7633 4627
1001 2787 70303
6588 308 55128
5795 7595 90467
9714 5538 79027
3138 993 78969
3285 115 31015
2543 1371 73819
6503 2273 59375
6239 8595 49127
7327 5346 31745
6257 9033 13071
5173 4327 22870
4661 4274 28703
6277 6704 76158
1216 1537 63306
7471 8316 80121
6323 4500 11840
7295 5370 10243
1745 635 55446
1586 1603 4488
4875 9985 12254
3279 1235 30084
8572 6384 68421
1070 2376 85324
2329 5119 69445
7895 5548 73362
8586 6436 30920
389 8622 7077
1820 6282 42884
3518 3607 12488
6787 9603 90112
7512 5226 11361
4566 6241 63030
5660 4010 86017
2144 9877 59421
3372 2953 76199
9082 290 68696
9265 1606 80510
6715 2891 29010
4629 2223 45512
4450 5498 67800
6179 1551 22361
9683 4830 91103
9986 8505 62776
2841 7271 12915
9245 1838 58332
4981 4011 97597
1267 4703 5421
9597 7500 84342
6834 1363 94691
2848 7729 29616
8680 9143 81098
1941 5784 21514
2091 9883 27785
2062 1566 17762
4997 5747 33376
9884 9651 38618
3930 5306 33791
633 5117 7751
5983 5569 12717
5017 1320 2184
1669 2440 92090
8504 7038 18968
4112 6209 98773
4770 7330 37155
2296 5749 95344
6259 3467 93190
9532 7604 12075
1200 3353 63628
8613 6752 49834
8928 7214 77272
6375 9409 27132
4642 9686 48935
7963 4507 91994
3846 598 27106
3773 6519 94741
3423 3285 89163
4903 5057 41284
5967 2557 60430
9467 5397 99006
1461 9723 10456
6980 2895 75698
3279 521 23331
9529 4573 14090
5848 3238 3609
829 4368 54162
8792 9618 69320
611 8170 87163
6477 4908 75452
5977 9415 19950
4178 6071 80844
1163 1391 57317
9444 8150 17460
6164 4336 984
3364 8079 90922
5318 1755 25379
5299 7000 55755
2542 4114 76505
2344 6129 87299
7531 9347 16613
2237 6145 57319
9899 8478 5068
4067 5508 3087
7727 3549 27226
3078 2328 24793
6011 1126 6205
4618 6805 16341
5443 2588 16392
3247 4636 16566
5356 6536 57323
8873 5410 96321
7496 5815 98191
5090 6202 80192
1753 3420 8513
515 8383 46425
6847 6855 2398
1652 2109 85270
37 8251 30942
2679 6669 2835
701 8740 9497
478 7695 86976
4532 6291 99374
1549 2399 53899
3441 9742 23582
5191 8074 43304
2030 1317 66077
5975 4955 48084
4714 937 26992
9441 3492 47856
9035 8595 12005
1652 5654 58058
4925 3552 62581
4325 6114 25669
7301 8791 61642
8478 9188 65027
9506 5809 13440
6638 2018 72075
8155 3276 20223
4572 526 20922
9605 5387 95683
1196 7525 93989
4738 3736 36328
9897 8649 36354
358 4659 47613
6073 1563 39305
2114 1194 8925
6653 3401 29468
8559 1631 88110
4890 5474 73183
8246 1358 45946
2459 8818 54905
9410 9951 28501
5244 8608 80088
3999 4772 41328
5908 5559 13043
7080 6463 55512
7042 2169 37284
7760 1434 69213
2366 6522 17515
6044 4621 58030
8832 5061 19282
9824 506 97574
760 3364 73706
9596 6561 47496
4290 3973 53392
3483 6273 99082
9807 7491 92528
8529 5828 20636
4686 5626 54018
3672 1841 84316
4370 7076 32214
6796 6632 34078
6624 1946 17758
218 2016 1736
9696 1895 26202
1921 4059 3049
7400 9002 62643
1030 6450 39889
2940 137 17410
6153 2935 901
3127 7758 42956
1099 3523 30340
7768 5954 78253
9644 968 22663
7239 9132 66139
5888 4423 84678
8896 3253 51732
9568 4418 84082
9152 7452 80159
2575 5632 5674
9188 211 1760
8747 1865 57827
4692 5209 88486
9690 6420 91295
2337 123 10571
4346 3649 550
1452 7994 85479
4977 6065 755
9329 7540 7674
1270 1239 98445
3436 1651 87484
2725 3270 74165
6666 4136 58238
6201 2165 54737
285 4100 64372
5508 7748 91547
8848 6498 79160
6705 2223 60216
6957 1755 52480
1048 1079 23142
6788 7881 88244
5523 7396 27468
12 5273 53079
2985 821 60878
7729 8076 26013
2986 3394 30899
6641 1241 90522
4504 8341 30760
777 9801 20652
597 820 77929
2227 5534 21097
6176 7115 67675
5431 6467 94370
5995 8812 41938
1567 404 47397
3960 4092 87717
8417 4839 34220
4002 9481 14552
7927 788 3661
61 2365 18615
6785 6915 71968
23 9686 83832
2812 6068 35048
8310 8630 46230
2499 8388 36073
882 5533 15695
7755 1304 98220
6863 3933 4313
5804 6237 54170
4167 8581 8584
7510 7075 61856
4356 809 75831
1296 5408 96647
325 955 5962
1830 9255 83892
1170 4315 87151
2037 4110 61004
2107 9548 87610
465 9497 87268
5142 8452 61253
3090 9026 2625
3531 7075 19034
3200 3792 47888
1002 3210 52857
6626 5698 20433
5228 91 18449
3569 302 47255
4829 890 16986
6172 5467 5608
5011 1072 2854
1433 8600 27879
9146 3412 62948
7717 8716 58112
1563 3352 98650
5823 677 22091
697 5159 18126
192 4641 69258
5502 4081 48048
5367 9407 4295
1592 8317 70138
7354 507 58848
5492 1433 10183
9202 2708 42922
5360 9878 72125
7274 8235 42642
7823 8066 45422
6555 1401 1550
2425 1296 83828
4537 3227 90006
5677 3232 82742
8174 5650 58628
4782 3318 81049
3790 9636 12507
9383 1109 3405
7409 9024 82158
6985 9735 97785
1560 7714 2100
1196 2711 29286
3116 481 9454
176 4717 68955
6181 2523 12234
7542 3246 81289
587 3089 42742
7649 8981 17122
3298 9140 46786
8312 5978 72200
416 3954 78886
4371 320 73991
6745 7468 90195
6545 7525 19137
8634 2697 45910
9064 4004 46674
1582 19 77510
2874 8096 3413
4536 5866 20274
5743 8214 29845
7765 8375 65244
7242 3412 70208
5402 1906 46987
2161 9019 27908
9316 8662 23041
5782 3003 46842
9797 5741 79671
5280 8441 86127
4897 3099 22095
3295 2203 66762
3273 3614 99585
8803 7860 36446
1480 3670 49113
1488 2456 16525
2171 7656 61379
4884 7446 42314
3204 5083 24295
86 6594 75105
2715 5620 49000
1380 368 77326
2671 7541 48421
1994 2381 88792
3853 4401 7691
7483 8351 94860
1736 5333 47548
5048 9046 20733
3179 6320 47412
4209 2574 40114
3326 4985 24204
1311 7548 31851
5872 4700 89298
2041 1114 22081
5063 6593 61115
614 6107 89437
6881 1 49880
6057 946 963
9280 4033 57646
7831 7947 61120
6541 9695 27866
9062 9061 56419
2644 4032 10026
3502 8330 35220
9476 4194 75113
5642 3478 83740
1804 513 74329
4578 2785 13696
5987 7409 97249
4658 842 18707
9449 9290 75832
6553 7933 50895
4149 4049 40001
4420 2886 17325
7779 9003 49980
9806 481 60299
9567 6394 74836
3784 9321 14033
3712 7222 18652
1819 8867 82217
8159 1185 1897
3528 9696 51193
2138 5822 20732
2886 5576 98060
5413 2279 39504
5708 1420 13811
235 7164 28217
6127 6413 91414
3348 6988 67616
4192 5485 16384
7241 2158 88153
2969 5948 92503
3908 3426 37677
7317 5461 73685
120 3074 36678
2817 5986 973
4634 2805 53167
3446 9063 43983
6331 7924 34254
357 6227 62097
9341 4412 63953
2342 4994 61855
350 9363 70888
5875 3269 73534
3032 2009 3160
9503 850 78200
700 9409 86735
3072 5819 23719
6533 8533 27815
7075 679 97446
9092 1774 46908
5166 340 8764
2201 1380 3922
3601 3244 46179
2739 6334 99683
3556 2424 42398
7697 3059 2873
5683 4199 23526
5146 5127 34461
3980 4941 63067
59 1779 49256
7674 7234 71628
9504 6374 39967
2991 4458 53699
7312 3434 80151
694 771 64383
2420 2273 44078
2599 2526 22976
9485 560 42868
9678 8043 44396
3949 7758 94563
3170 8276 52100
5278 5152 71895
6740 9241 41674
2833 1101 14658
4103 3249 88110
4622 700 46424
895 5072 83095
3483 3006 39042
8409 8580 63732
1130 4494 37377
8147 1311 49047
3557 8915 4191
1120 8531 44531
1818 4084 7227
2084 3913 52872
7986 9414 32452
2440 2936 46827
4585 1862 27188
3463 3918 9849
6979 6039 11364
4728 4366 34378
6723 8933 24498
7774 714 25462
1944 4356 28841
7753 3775 88250
190 3905 67509
2489 1271 67540
4287 2962 80799
9231 996 52631
1557 3807 38250
569 1659 93608
7842 5992 20633
7355 3788 89459
6350 3154 30829
3930 5596 83400
6090 7885 69642
9008 1124 26861
9092 3174 49735
9779 2847 76963
478 2474 54120
1391 3112 60259
1510 6374 64612
4228 8090 41160
5952 3984 78249
6158 1301 60835
2349 1979 7441
1226 8334 81600
4321 5235 82278
3604 9205 63722
2756 5350 74385
666 4121 83159
5253 8236 72698
132 3632 47821
1552 9192 17643
7555 6617 215
8595 4434 45155
5085 2806 80597
4622 6313 82734
4343 9189 27623
264 6145 51866
3091 7468 84467
2350 2789 63471
882 8333 65145
7204 7166 93068
5280 5880 86618
8358 6708 10700
1090 4681 41705
4850 9192 36797
7180 3211 41105
1833 1123 41496
2130 445 91316
3174 1498 92831
2706 9953 61023
4458 545 53043
920 4929 69863
4678 4366 85106
2430 2891 69342
1376 8160 49805
3867 4686 71216
9738 1939 82262
